"","Taxa","Identifier","Publication.Date.Authorship","Origin","Study.site","LatitudeSS","LongitudeSS","Year.of.treatment","In.situ.or.Ex.situ","Treatment.group.size","Life.Stage","Intervention.category.1","Treatment.used.1","Specific.treatment.used.1","Intervention.category.2","Treatment.used.2","Specific.treatment.used.2","Duration.of.intervention","Long.term.monitoring","Habitat.or.Individual","Scalability","Efficacy.Matrix","Efficacy.of.intervention","Trend.in.efficacy.score","Adverse.Effects","Usability","Therapeutic.or.Prophylactic","Dosage","Comments.Extras","Year.of.publication","Intervention.category.1.itra","PhyloName","Genus","Family","Order","SVLMx","Microhabitat","ClutchMn","Activity","Latitude","Climate","Habitat","TaxaGroup"
"320","Ranoidea caerulea",111,"2012 - Jones et al ",NA,NA,"","",2010,"Ex situ",11,"Adult","Chemical","Antifungal","Itraconazole",NA,NA,NA,10,"Y","I","Y","Prevelance matrix",4,NA,0,0,"Therapeutic","50 mg l−1","PCR tests were performed 4 times post-treatment for one month, and one test was performed after a year. All tests were negative for Bd, prevelance matrix. ",2012,"Itraconazole","Litoria caerulea","Ranoidea","Hylidae","Anura",110,"bushes/trees",2303,"Diurnal",-22.3699158684,"Tropical","Terrestrial","Hylidae"
"321","Ranoidea caerulea",118,"2009 - Berger et al","Amphibian Research Centre, Australia",NA,"","",NA,"Ex situ",9,"Juvenile","Chemical","Antifungal","Fluconazole",NA,NA,NA,7,"N","I","Y","Survivability matrix",1,NA,0,1,"Therapeutic","25 mg/L","While survivabillty increased compared to the untreated group, all of the subjects died of chytridiomycosis. This paper did not provide any zoospore count or infection load, thus the efficacy was calculated with the survivability matrix. There were no vibile sideeffects related to the treatment, and all deaths occured due to Bd infections. ",2009,"Other chemical","Litoria caerulea","Ranoidea","Hylidae","Anura",110,"bushes/trees",2303,"Diurnal",-22.3699158684,"Tropical","Terrestrial","Hylidae"
"322","Ranoidea caerulea",24,"2012 - Brannelly et al","Commercial supplier",NA,"","",NA,"Ex situ",9,"Juvenile","Chemical","Antifungal","Itraconazole",NA,NA,NA,11,"N","I","Y","Infection matrix",4,"No change",3,1,"Therapeutic","0.00005%","Similar to #26. Survivability of this dose was also 30% and Bd was eliminated. Infection matrix was used. ",2012,"Itraconazole","Litoria caerulea","Ranoidea","Hylidae","Anura",110,"bushes/trees",2303,"Diurnal",-22.3699158684,"Tropical","Terrestrial","Hylidae"
"323","Ranoidea caerulea",26,"2012 - Brannelly et al","Commercial supplier",NA,"","",NA,"Ex situ",9,"Juvenile","Chemical","Antifungal","Itraconazole",NA,NA,NA,11,"N","I","Y","Infection matrix",3,"No change",3,1,"Therapeutic","0.000005%","Similar to #26. Survivability of this dose was also 30%, but Bd was not completely elminated. Infection  matrix was used and compared to the control, the treatment resulted in more than 3 units of measurment difference after being log transformed. ",2012,"Itraconazole","Litoria caerulea","Ranoidea","Hylidae","Anura",110,"bushes/trees",2303,"Diurnal",-22.3699158684,"Tropical","Terrestrial","Hylidae"
"324","Ranoidea caerulea",25,"2012 - Brannelly et al","Commercial supplier",NA,"","",NA,"Ex situ",9,"Juvenile","Chemical","Antifungal","Itraconazole",NA,NA,NA,11,"N","I","Y","Infection matrix",4,"No change",3,1,"Therapeutic","0.000025%","Similar to #26. Survivability of this dose was 40% and Bd was eliminated. Infection matrix was used. ",2012,"Itraconazole","Litoria caerulea","Ranoidea","Hylidae","Anura",110,"bushes/trees",2303,"Diurnal",-22.3699158684,"Tropical","Terrestrial","Hylidae"
"325","Ranoidea chloris",100,"2003 - Woodhams, Alford, Marantelli ",NA,"James Cook University, Australia","","",NA,"Ex situ",10,"Juvenile","Climate","Temperature","Increased temperature",NA,NA,NA,2,"N","H","N","Survivability matrix",4,NA,0,0,"Therapeutic","37°C","This study was compared to fluctuating temperature within the prefered growth of Bd and a constant 20 C (which is within the prefered growth of Bd). This test group was stated to have cleared Bd, but there was no data other than survivability over days since infectioprovided. Because the success of the intervention was presented as survival in a graph, the survivability matrix was used, receiving a 4. ",2003,"Climate","Litoria chloris","Ranoidea","Hylidae","Anura",70,"Arboreal",1431.5,"Nocturnal",-27.0807381135,"Temperate","Terrestrial","Hylidae"
"326","Ranoidea chloris",101,"2003 - Woodhams, Alford, Marantelli ",NA,"James Cook University, Australia","","",NA,"Ex situ",10,"Juvenile","Climate","Temperature","Decreased temperature",NA,NA,NA,2,"N","H","N","Survivability matrix",1,NA,0,0,"Therapeutic","8°C","This study was compared to fluctuating temperature within the prefered growth of Bd and a constant 20 C (which is within the prefered growth of Bd). No data other than survivability over days since infection provided. Because the success of the intervention was presented as survival in a graph, the survivability matrix was used, receiving a 1. ",2003,"Climate","Litoria chloris","Ranoidea","Hylidae","Anura",70,"Arboreal",1431.5,"Nocturnal",-27.0807381135,"Temperate","Terrestrial","Hylidae"
"327","Salamandra salamandra",219,"2020 - Bosch et al","Rascafria, Spain","Charca Mariposa, Rascafria, Spain","40°52'51""N","3°52'46""W",2015,"In situ",NA,"Larvae","Population demographic","Removal","Significant removal",NA,NA,NA,NA,"Y","I","Y","Infection matrix",2,NA,0,2,"Therapeutic",NA,"This was the first part of the paper, looking into the reduction of larvae from natural habitat. While there was some reported effects, the paper stated that this was only possible after an extreme reduction in lavae populations which is not a sustainable option. Neither the paper nor the supporting documents had the total number of larvae removed from the site, but it was approximately 80% in the summer of 2015 and 90% in the summer of 2016. There was another removal in the spring of 2017, but the percent or total number of larvae removed from this site was not provided. Since the removal of larvae ocured over a season for many years, the duration of intervention was not able to be determined  nor was the trend. Infection matrix calculated the zoospores found in spring 2018 which was the next data point more than 6 months after the last removal. No other data was collected. ",2020,"Population demographic","Salamandra salamandra","Salamandra","Salamandridae","Caudata",155.25,"Terrestrial",38,"Day/Night",45.5568658756,"Temperate","Terrestrial","Caudata"
"328","Salamandra salamandra",218,"2020 - Bosch et al","Rascafria, Spain","Laguna de los Pájaros, Rascafria, Spain","40°51'37""N","3°56'51""W",2015,"In situ",NA,"Larvae","Population demographic","Removal","Significant removal",NA,NA,NA,NA,"Y","I","Y","Infection matrix",4,NA,0,2,"Therapeutic",NA,"This was the first part of the paper, looking into the reduction of larvae from natural habitat. While there was some reported effects, the paper stated that this was only possible after an extreme reduction in lavae populations which is not a sustainable option. Neither the paper nor the supporting documents had the total number of larvae removed from the site, but it was approximately 50% in the summer of 2015 and 80% in the summer of 2016. There was another removal in the spring of 2017, but the percent or total number of larvae removed from this site was not provided. Since the removal of larvae ocured over a season for many years, the duration of intervention was not able to be determined nor was the trend. Infection matrix calculated the zoospores found in spring 2018 which was the next data point more than 6 months after the last removal. No other data was collected. ",2020,"Population demographic","Salamandra salamandra","Salamandra","Salamandridae","Caudata",155.25,"Terrestrial",38,"Day/Night",45.5568658756,"Temperate","Terrestrial","Caudata"
"329","Salamandra salamandra",222,"2020 - Bosch et al","Rascafria, Spain","Puente del Perdon, Rascafria, Spain","","",2015,"Ex situ",30,"Larvae","Population demographic","Density","Low density ",NA,NA,NA,150,"N","I","N","Infection matrix",4,NA,0,0,"Therapeutic","5 larvae/tank","Removing all the larvae from a population does not seem as though it is a feasible intervention since it would need to be cyclical and the larvae would need to be housed until juveniles and then released, receiving a 0 for scalability. This paper did not take into account survivability of population, only infection load. Because the duration of the intervention itself was the housing of individuals at different densities, the intervention duration the same as amount of time observed. The paper reports that the intervention housing one indiviudal resulted in weaker infections continuously through the 5 months for both the single and five indiviudal densities, stating that the experiment demonstrated a ""significant role"" in the reduction of Bd load and densities, receiving a...[difficulty completing].",2020,"Population demographic","Salamandra salamandra","Salamandra","Salamandridae","Caudata",155.25,"Terrestrial",38,"Day/Night",45.5568658756,"Temperate","Terrestrial","Caudata"
"330","Salamandra salamandra",223,"2020 - Bosch et al","Rascafria, Spain","Puente del Perdon, Rascafria, Spain","","",2015,"Ex situ",60,"Larvae","Population demographic","Density","High density ",NA,NA,NA,150,"N","I","N","Infection matrix",0,NA,0,0,"Therapeutic","15 larvae/tank","Removing all the larvae from a population does not seem as though it is a feasible intervention since it would need to be cyclical and the larvae would need to be housed until juveniles and then released, receiving a 0 for scalability. This paper did not take into account survivability of population, only infection load. Because the duration of the intervention itself was the housing of individuals at different densities, the intervention duration the same as amount of time observed. The paper reports that the intervention housing one indiviudal resulted in weaker infections continuously through the 5 months for both the single and five indiviudal densities, stating that the experiment demonstrated a ""significant role"" in the reduction of Bd load and densities, receiving a...[difficulty completing].",2020,"Population demographic","Salamandra salamandra","Salamandra","Salamandridae","Caudata",155.25,"Terrestrial",38,"Day/Night",45.5568658756,"Temperate","Terrestrial","Caudata"
"331","Salamandra salamandra",221,"2020 - Bosch et al","Rascafria, Spain","Puente del Perdon, Rascafria, Spain","","",2015,"Ex situ",7,"Larvae","Population demographic","Density","Isolation ",NA,NA,NA,150,"N","I","N","Infection matrix",3,NA,0,0,"Therapeutic","1 larvae/tank","We compared the first Bd load data point (month one) to the last one (month five) since there was no control. Since the duration of the intervention was the duration of the study, it was determined that NA was appropriate. Infection matrix was used. ",2020,"Population demographic","Salamandra salamandra","Salamandra","Salamandridae","Caudata",155.25,"Terrestrial",38,"Day/Night",45.5568658756,"Temperate","Terrestrial","Caudata"
"332","Salamandra salamandra",220,"2020 - Bosch et al","Rascafria, Spain","Charca Larga, Rascafria, Spain","40°50'57""N","3°51'37""W",2015,"In situ",NA,"Larvae","Population demographic","Removal","Significant removal",NA,NA,NA,NA,"Y","I","Y","Infection matrix",1,NA,0,2,"Therapeutic",NA,"Treatment group size was the sum of all larvae collected from all collection years (2015, 2016, 2017). The three years of larvae collection and removal were considered the duration of intervention, and the following year (2018) was the year of observation. Removing all the larvae from a population does not seem as though it is a feasible intervention since it would need to be cyclical and the larvae would need to be housed until juveniles and then released, receiving a 0 for scalability. ",2020,"Population demographic","Salamandra salamandra","Salamandra","Salamandridae","Caudata",155.25,"Terrestrial",38,"Day/Night",45.5568658756,"Temperate","Terrestrial","Caudata"
"333","Sclerophrys gutturalis",149,"2018 - de Jong, van Dyk, Weldon","Potchefstroom, South Africa","North-West University, South Africa","","",NA,"Ex situ",30,"Juvenile","Chemical","Disinfectant","F10SC",NA,NA,NA,3,"N","I","Y","Prevelance matrix",3,NA,0,0,"Therapeutic","0.03300%","The paper provided information to deduce the efficacy from prevelance matrix. ",2018,"Other chemical","Amietophrynus gutturalis","Sclerophrys","Bufonidae","Anura",120,"Terrestrial",20000,"Day/Night",-15.4876835293,"Tropical","Terrestrial","Bufonidae"
"334","Sclerophrys gutturalis",150,"2018 - de Jong, van Dyk, Weldon","Potchefstroom, South Africa","North-West University, South Africa","","",NA,"Ex situ",30,"Juvenile","Chemical","Disinfectant","F10SC",NA,NA,NA,5,"N","I","Y","Prevelance matrix",3,NA,0,0,"Therapeutic","0.03300%","The paper provided information to deduce the efficacy from prevelance matrix. ",2018,"Other chemical","Amietophrynus gutturalis","Sclerophrys","Bufonidae","Anura",120,"Terrestrial",20000,"Day/Night",-15.4876835293,"Tropical","Terrestrial","Bufonidae"
"335","Sclerophrys gutturalis",148,"2018 - de Jong, van Dyk, Weldon","Potchefstroom, South Africa","North-West University, South Africa","","",NA,"Ex situ",30,"Larvae","Chemical","Disinfectant","F10SC",NA,NA,NA,1,"N","I","Y","Prevelance matrix",2,NA,0,0,"Therapeutic","0.033%","The paper provided information to deduce the efficacy from prevelance matrix. ",2018,"Other chemical","Amietophrynus gutturalis","Sclerophrys","Bufonidae","Anura",120,"Terrestrial",20000,"Day/Night",-15.4876835293,"Tropical","Terrestrial","Bufonidae"
"336","Sclerophrys poweri",151,"2018 - de Jong, van Dyk, Weldon","Ventersdorp, South Africa","North-West University, South Africa","","",NA,"Ex situ",20,"Larvae","Chemical","Disinfectant","F10SC",NA,NA,NA,7,"N","I","Y","Prevelance matrix",4,NA,0,0,"Therapeutic","0.01%","The paper provided information to deduce the efficacy from prevelance matrix. ",2018,"Other chemical","Amietophrynus poweri","Sclerophrys","Bufonidae","Anura",100,"Terrestrial",23000,NA,-22.2657695305,"Tropical","Terrestrial","Bufonidae"
"337","Sclerophrys poweri",152,"2018 - de Jong, van Dyk, Weldon","Ventersdorp, South Africa","North-West University, South Africa","","",NA,"Ex situ",20,"Larvae","Chemical","Disinfectant","F10SC",NA,NA,NA,9,"N","I","Y","Prevelance matrix",3,NA,0,0,"Therapeutic","0.01%","The paper provided information to deduce the efficacy from prevelance matrix. ",2018,"Other chemical","Amietophrynus poweri","Sclerophrys","Bufonidae","Anura",100,"Terrestrial",23000,NA,-22.2657695305,"Tropical","Terrestrial","Bufonidae"
"338","Xenopus tropicalis",22,"2002- Parker et al ","Commercial supplier, USA","University of California, Berkeley, California, USA","","",NA,"Ex situ",15,"Adult","Chemical","Antiparisitic","Formalin/Malachite green",NA,NA,NA,4,"N","I","Y",NA,NA,NA,2,3,"Therapeutic","25 ppm formalin and 0.10 mg/l malachite green","Intervention resulted in high mortality, 1/3 of the subjects died during treatment. Information about the breeder for the subjects was only provided as ""domestic"" and as the study was performed in USA, it was assumed the population was bred in the USA. The study reported on the lack of Bd present in the samples taken from 4/10 remaining frogs. All 10 frogs did not have any other signs of Bd but there were no tests performed where data could be extracted, thus there was no interpretable results. ",2002,"Other chemical","Xenopus tropicalis","Xenopus","Pipidae","Anura",59,"Aquatic",0,"Nocturnal",8.24675627852,"Tropical","Aquatic","Other"
